,GID,A10_관내_T,A10_관외_T,A20_관내_T,A20_관외_T,A30_관내_T,A30_관외_T,A40_관내_T,A40_관외_T,A50_관내_T,A50_관외_T,A60_관내_T,A60_관외_T,외국인_A10,외국인_A20,외국인_A30,외국인_A40,외국인_A50,외국인_A60,법인_A10,법인_A20,법인_A30,법인_A40,법인_A50,법인_A60,A10_관내_WD,A10_관외_WD,A20_관내_WD,A20_관외_WD,A30_관내_WD,A30_관외_WD,A40_관내_WD,A40_관외_WD,A50_관내_WD,A50_관외_WD,A60_관내_WD,A60_관외_WD,A10_관내_HD,A10_관외_HD,A20_관내_HD,A20_관외_HD,A30_관내_HD,A30_관외_HD,A40_관내_HD,A40_관외_HD,A50_관내_HD,A50_관외_HD,A60_관내_HD,A60_관외_HD
202301,다사633517,2,2,2,2,1,3,1,4,4,3,1,3,1,1,4,1,1,1,4,2,4,3,2,3,1,3,3,1,4,1,2,4,1,2,2,4,1,3,3,3,3,1,2,4,1,1,2,4
202301,다사638493,2,1,4,4,1,3,1,3,1,3,3,1,3,1,4,1,3,4,1,2,1,4,1,2,3,1,1,4,2,1,4,1,3,2,1,2,4,1,1,3,3,3,3,3,2,3,3,3
202301,다사633503,4,2,1,2,2,4,1,4,3,1,1,2,2,3,1,4,2,2,2,1,3,2,3,4,3,2,2,1,2,1,1,1,3,3,2,3,3,2,2,4,1,1,4,3,3,1,3,4
202301,다사629483,3,4,2,2,4,2,2,1,1,3,1,4,1,3,2,3,4,3,1,1,2,3,2,4,1,3,2,4,1,3,3,3,1,2,2,1,3,4,4,2,4,4,3,3,1,3,2,4
202301,다사632504,4,3,4,1,3,4,3,3,3,3,1,1,4,4,1,4,3,4,1,3,2,3,1,4,2,1,2,3,3,3,1,3,3,1,2,2,3,4,2,2,4,3,4,1,4,1,1,3
202301,다사651499,4,1,2,1,3,3,4,3,4,3,1,3,3,1,2,4,2,3,3,4,2,3,1,3,4,2,2,2,2,3,3,4,1,3,1,1,3,3,3,4,4,4,4,2,2,1,1,4
202301,다사622488,2,2,2,4,3,1,4,3,4,1,4,3,2,4,4,3,3,1,3,4,4,4,1,2,3,2,3,4,2,1,4,3,1,4,2,2,4,1,4,4,4,2,1,2,4,4,4,3
202301,다사637514,1,4,4,3,2,3,2,4,3,3,4,4,2,1,2,3,2,1,2,1,3,4,3,3,4,3,1,3,3,3,3,4,1,3,1,2,2,1,3,3,3,3,2,1,4,3,2,2
202301,다사633523,1,4,2,2,2,3,3,3,1,1,1,2,4,1,2,4,1,1,3,2,4,4,4,4,1,3,4,1,3,2,1,3,1,2,3,4,3,1,1,2,4,4,4,4,2,2,1,4
202301,다사631484,2,3,4,3,3,3,4,1,3,2,4,2,1,2,2,1,2,3,3,2,1,2,1,1,3,2,2,4,2,1,1,1,3,1,3,3,2,3,1,1,4,4,1,2,2,4,4,3
202301,다사630517,2,4,3,2,4,3,3,3,1,2,1,3,3,4,3,3,3,4,1,4,2,3,2,2,2,3,3,4,2,3,1,4,1,3,3,2,2,3,1,3,3,2,3,1,2,1,4,4
202301,다사632489,3,1,3,1,3,3,4,4,4,3,3,3,4,4,1,1,4,2,3,1,4,1,2,4,4,2,4,3,2,2,2,1,1,2,1,1,1,3,4,1,3,3,1,2,3,2,3,4
202301,다사628506,2,1,1,3,2,1,3,4,2,4,1,1,1,3,2,1,2,3,3,2,2,1,1,1,4,2,4,4,1,4,3,3,2,3,3,1,2,2,1,3,3,4,4,2,1,1,3,4
202301,다사620482,3,1,4,2,3,3,2,1,1,4,1,2,4,3,1,1,2,1,1,3,1,4,3,1,3,2,3,1,1,2,4,3,3,3,2,1,3,3,3,2,4,3,3,2,2,3,1,1
202301,다사624508,1,4,4,1,4,1,3,2,2,4,4,2,3,2,2,2,1,3,1,3,4,2,1,4,3,4,3,1,1,1,1,3,2,4,3,1,4,3,4,2,3,1,3,1,2,2,2,4
202301,다사649497,4,3,4,3,4,1,1,3,4,1,3,2,2,2,3,2,2,3,1,4,2,3,3,1,2,4,3,2,1,4,4,4,3,2,1,4,4,1,3,4,2,2,3,4,4,3,4,3
202301,다사622486,3,4,4,3,2,2,4,2,2,3,1,3,4,3,2,1,4,1,4,2,4,2,3,1,1,4,4,1,2,1,4,4,3,1,4,1,4,1,1,1,2,1,4,1,4,4,1,4
202301,다사628479,2,3,1,2,2,4,4,1,1,1,1,1,1,4,1,4,2,2,2,3,3,3,3,3,2,3,1,3,4,4,2,2,1,1,1,3,1,1,2,3,2,4,3,2,3,3,4,2
202301,다사630522,1,2,3,4,2,1,4,4,3,4,2,2,3,2,4,4,4,2,1,2,2,4,1,4,4,2,1,1,4,1,3,2,2,2,3,4,4,4,3,3,2,1,4,1,1,4,3,3
202301,다사619500,1,1,1,2,4,4,1,3,4,4,1,2,1,3,3,2,2,3,4,1,4,4,3,3,2,3,4,3,4,3,2,2,3,1,3,2,1,4,3,2,3,1,1,2,4,1,2,4
202301,다사640489,4,3,1,4,2,4,1,1,3,4,4,2,3,3,1,4,3,4,4,4,3,2,3,4,1,1,2,3,1,1,1,4,2,1,4,3,2,1,1,4,4,1,2,1,4,2,4,4
202301,다사639484,4,4,4,4,4,3,4,1,4,3,4,3,2,4,1,2,4,4,3,4,3,2,4,3,3,1,2,2,4,4,2,4,4,3,3,3,3,2,3,1,4,4,3,4,3,3,2,4
202301,다사636505,2,4,1,4,4,3,1,1,1,1,3,1,1,1,1,1,2,2,3,3,2,2,2,3,4,2,4,1,4,4,3,1,3,3,1,4,1,1,2,2,2,4,1,1,4,2,2,3
202301,다사631492,2,4,3,4,1,3,4,2,2,3,2,4,3,1,2,2,1,3,3,3,4,4,2,2,3,4,3,2,1,2,4,1,3,1,1,1,3,4,3,4,1,2,4,4,1,2,4,3
202301,다사635487,4,3,1,2,4,1,2,3,4,4,1,4,4,3,4,2,1,3,2,1,2,2,4,3,3,4,2,3,4,4,4,3,3,4,3,4,1,2,4,4,4,1,2,1,4,2,1,3
202301,다사633506,2,3,2,2,1,1,2,3,1,3,3,1,4,4,2,2,3,4,1,3,2,2,3,1,3,2,1,3,1,1,1,3,1,4,2,2,1,2,1,2,3,1,1,2,4,2,2,4
202301,다사617487,1,3,4,2,3,4,3,1,4,4,4,3,1,4,1,1,3,3,1,4,3,2,3,3,1,3,4,3,2,4,1,3,4,3,1,1,3,2,4,1,1,4,4,4,2,2,1,3
202301,다사653500,2,3,1,4,2,3,3,4,2,3,1,1,1,1,4,2,3,3,2,4,1,4,1,4,4,1,4,3,4,3,2,1,2,2,4,3,1,4,4,4,3,3,2,4,4,1,2,3
202301,다사643486,1,3,2,4,3,3,2,2,4,4,2,2,3,4,1,1,1,2,2,1,4,1,3,1,1,3,2,3,3,3,1,4,4,3,2,1,1,3,1,1,1,3,4,2,4,2,3,2
202301,다사615488,1,2,4,2,3,1,4,4,2,4,2,2,3,1,1,2,4,3,3,2,3,4,3,3,1,2,1,4,3,2,4,1,4,3,3,2,4,1,3,2,4,4,2,1,1,3,4,4
202301,다사643487,4,1,2,3,2,3,1,3,2,1,4,4,4,1,1,2,4,3,1,1,3,1,2,3,4,4,1,1,3,1,4,1,2,2,4,2,1,3,3,1,2,4,3,,2,4,3,1
202301,다사634496,4,2,4,1,1,3,2,3,3,2,3,4,2,1,2,3,1,2,3,1,1,2,1,4,3,1,4,4,3,3,2,4,1,1,3,2,3,2,3,1,1,4,1,3,3,2,2,2
202301,다사630514,4,2,2,1,2,1,2,1,3,3,1,3,4,4,3,3,3,4,2,4,4,1,2,4,4,1,1,4,2,3,1,2,1,2,4,3,2,4,4,1,4,2,4,1,4,1,3,3
202301,다사635492,1,1,1,3,4,3,3,4,2,4,3,4,3,2,2,4,3,4,4,3,4,3,4,4,2,3,1,1,3,4,1,2,4,3,4,4,4,3,4,2,4,2,1,4,4,3,4,2
202301,다사642504,1,4,3,2,2,3,1,4,3,4,1,1,4,4,2,3,3,4,3,2,1,4,3,1,3,4,3,3,1,4,1,3,2,1,1,4,1,2,1,4,4,4,2,4,3,4,2,4
202301,다사634523,3,4,1,1,4,1,4,2,2,2,1,3,4,2,3,1,1,2,2,3,1,3,1,3,2,1,4,3,4,2,1,2,1,4,2,1,3,3,3,2,3,1,4,2,1,3,3,2
202301,다사634487,2,3,2,2,4,3,3,2,2,1,4,4,4,1,2,1,3,4,1,4,1,2,1,3,4,3,4,2,4,2,4,3,3,4,4,2,3,3,3,2,3,4,3,1,1,4,3,1
202301,다사624495,4,2,2,2,2,2,1,2,3,1,1,2,1,4,2,1,1,4,3,2,4,3,4,2,3,2,4,3,3,2,4,4,3,2,1,4,1,1,4,2,2,1,2,4,1,2,2,1
202301,다사626483,1,4,3,2,2,3,4,3,3,2,1,1,2,4,4,3,1,2,1,1,3,2,4,2,2,3,3,1,3,4,1,1,2,2,3,2,4,2,1,3,1,3,1,4,4,3,3,1
202301,다사621502,2,4,3,1,3,2,3,1,3,3,1,4,2,2,4,4,2,4,1,3,1,3,4,1,3,1,4,2,1,4,3,2,3,2,2,1,1,2,4,2,3,3,1,1,1,4,3,3
202301,다사645492,2,2,1,4,2,4,4,1,1,1,1,4,4,3,3,3,2,1,1,3,1,2,2,2,1,1,4,4,4,2,4,4,3,1,3,4,3,3,2,2,1,4,2,2,4,2,4,2
202301,다사644504,4,4,1,2,4,3,1,1,3,1,3,4,3,4,2,4,2,3,1,3,1,4,2,2,2,1,3,1,4,1,2,1,1,2,3,4,2,4,3,3,3,4,3,1,1,1,4,2
202301,다사648499,4,4,3,4,4,1,4,3,3,4,2,2,3,3,2,1,3,4,3,3,3,1,2,1,1,3,4,3,1,2,1,4,1,1,4,2,2,2,2,3,4,2,2,4,1,1,4,2
202301,다사643493,2,4,2,1,3,2,1,2,4,4,2,4,4,2,3,1,3,3,2,2,3,2,1,4,1,3,1,3,3,4,3,2,4,1,3,1,3,1,1,2,2,2,2,1,1,3,3,2
202301,다사625508,1,2,4,4,4,1,1,2,2,3,3,4,3,1,2,1,4,3,2,4,2,3,3,4,3,4,4,3,1,3,1,1,2,4,3,1,3,2,3,2,3,3,3,3,2,2,1,3
202301,다사647493,4,1,2,3,3,2,3,4,3,3,2,4,2,2,4,4,1,2,2,3,1,4,3,3,4,1,3,1,1,3,1,1,3,3,1,2,2,1,3,1,2,1,4,1,1,4,1,4
202301,다사624506,4,4,1,1,3,3,1,2,1,1,4,2,1,4,3,4,1,2,1,2,2,2,1,1,1,1,4,1,2,3,1,1,1,4,3,2,3,3,1,4,1,2,4,2,1,4,4,2
202301,다사642508,2,3,4,4,4,3,2,3,1,1,3,2,3,4,3,1,1,4,2,3,3,3,3,4,1,2,4,3,4,4,4,1,2,1,4,4,1,1,2,2,4,4,4,3,1,4,4,1
202301,다사642493,1,1,2,2,2,2,2,2,3,3,2,4,1,4,1,1,4,4,4,4,3,1,2,4,1,4,1,3,3,3,2,4,4,3,3,1,2,3,2,1,2,2,4,1,4,1,2,1
202301,다사641490,3,3,2,2,2,2,3,4,1,1,1,3,1,3,4,1,2,2,3,4,1,1,3,2,4,4,2,4,4,1,3,1,4,2,3,3,3,3,2,3,3,4,4,1,2,3,2,3
202301,다사637500,3,3,3,4,4,1,3,3,4,2,3,3,1,4,2,2,1,3,1,3,1,3,3,4,2,3,4,4,2,1,4,3,4,1,4,2,1,1,2,1,2,3,2,4,1,1,3,2
202301,다사618481,1,1,3,1,3,4,2,4,3,3,2,3,2,2,4,2,2,4,2,4,2,3,4,2,4,2,3,1,1,2,4,2,3,1,3,2,4,2,2,4,1,4,3,4,3,2,3,3
202301,다사636511,2,3,2,2,3,4,3,1,2,3,1,3,4,1,4,4,2,1,3,3,2,3,2,3,4,2,3,4,1,1,2,2,2,1,1,1,4,3,3,4,3,1,4,2,2,3,2,3
202301,다사648494,1,3,2,1,3,1,4,1,1,3,1,3,3,2,2,1,3,1,2,3,2,1,4,1,1,4,1,4,1,3,4,1,1,3,4,2,2,1,2,4,2,3,3,2,1,4,4,3
202301,다사624497,1,2,2,2,2,1,2,3,3,2,2,4,3,1,3,4,2,4,2,2,1,1,1,4,3,4,4,2,1,2,3,3,3,1,4,2,2,3,2,2,1,2,4,1,3,2,1,2
202301,다사635480,1,4,4,4,2,3,3,1,2,1,4,3,3,4,1,3,3,4,3,4,4,4,2,4,4,3,3,1,3,1,1,1,2,4,1,3,2,3,2,2,2,4,4,2,1,3,3,1
202301,다사620502,4,2,1,3,2,2,4,4,3,1,4,1,4,2,3,1,3,2,2,1,2,2,1,4,2,1,4,4,4,3,4,2,2,2,2,2,4,2,3,2,3,4,1,1,3,4,1,2
202301,다사627487,3,2,4,4,3,4,3,1,4,2,4,2,1,4,2,3,4,1,1,2,1,4,4,1,4,4,2,4,1,4,3,1,2,1,2,3,4,2,3,3,4,1,4,2,2,2,3,1
202301,다사652499,2,2,1,2,2,3,1,1,3,2,2,2,2,1,1,2,4,2,4,4,2,1,4,3,1,1,1,4,3,4,2,4,3,3,4,3,3,3,4,4,3,3,4,1,3,1,1,4
202301,다사632510,3,2,1,3,4,2,2,1,2,2,2,3,3,2,4,2,4,3,2,4,4,4,1,3,4,2,1,3,3,4,3,3,2,2,1,3,4,2,4,4,3,2,3,2,2,3,4,3
202301,다사629506,1,3,2,3,4,1,4,2,4,2,3,1,1,2,4,2,3,4,2,4,4,1,2,4,4,2,2,4,2,4,3,1,1,4,3,4,4,4,3,4,2,1,4,3,4,3,3,1
202301,다사641502,4,2,4,1,4,1,1,2,1,3,4,4,2,4,1,1,4,4,3,2,4,2,2,2,3,2,2,2,3,2,3,4,3,2,2,3,4,4,2,4,4,1,2,4,4,4,1,3
202301,다사633515,4,2,1,3,3,2,1,3,1,3,3,2,1,1,1,2,4,1,3,4,2,2,3,2,3,2,2,1,1,4,1,3,3,3,3,1,4,2,1,3,4,2,3,4,1,3,3,1
202301,다사636512,4,3,3,2,3,3,1,3,1,3,2,1,3,3,2,2,3,1,2,2,1,1,4,2,3,2,2,3,2,2,2,3,4,1,1,4,2,3,2,1,3,2,3,2,4,1,1,4
202301,다사617486,3,4,2,2,1,1,1,1,3,1,4,2,4,4,3,1,1,2,2,1,4,3,4,1,2,3,3,4,3,3,4,4,2,3,2,3,1,4,4,3,4,4,2,3,3,2,3,2
202301,다사627482,4,2,2,3,4,3,3,4,3,1,1,2,1,2,4,4,4,4,2,3,3,4,2,1,2,3,3,4,4,2,2,4,3,1,3,1,3,3,3,4,4,4,3,3,4,1,2,4
202301,다사632491,2,2,4,2,3,4,3,2,4,2,3,2,1,3,1,4,3,2,4,1,4,4,3,3,1,2,2,1,3,4,3,3,2,2,4,2,1,2,1,3,2,3,3,3,1,4,2,1
202301,다사627511,4,4,4,2,2,4,1,3,3,4,1,1,1,4,4,1,3,2,1,3,1,3,4,4,1,1,2,1,4,1,4,3,3,2,4,3,1,3,2,4,4,3,2,2,4,3,3,4
202301,다사623483,1,1,2,3,1,2,3,2,2,3,4,2,4,3,3,4,4,3,1,2,4,3,4,1,2,3,4,1,1,4,1,2,3,3,4,4,3,1,2,3,2,1,2,3,4,2,1,3
202301,다사628514,2,3,4,3,4,4,3,1,2,3,4,3,4,2,2,4,3,4,2,1,3,3,2,4,4,2,2,1,2,3,2,1,4,1,3,4,4,1,4,1,3,1,2,1,3,4,1,4
202301,다사654502,2,4,1,3,2,4,2,2,4,3,1,2,2,1,4,4,1,3,1,4,1,4,3,1,4,1,2,3,1,1,4,4,3,3,3,4,1,1,1,3,3,2,4,2,3,3,1,1
202301,다사633480,4,1,4,2,4,2,3,3,4,4,1,4,2,2,1,3,3,3,3,4,3,3,4,1,1,3,4,2,3,4,4,1,1,3,3,4,4,1,2,2,1,4,1,1,1,4,2,2
202301,다사616483,1,2,3,2,1,3,1,1,4,2,4,3,3,1,2,1,3,1,1,4,4,4,3,2,2,1,4,2,2,2,3,4,4,4,3,4,4,2,2,4,2,4,3,3,1,1,4,2
202301,다사631491,2,3,4,1,4,1,4,2,3,1,2,1,4,2,1,1,1,3,1,4,2,3,3,1,4,1,2,4,1,3,2,4,1,2,1,4,2,3,1,3,4,4,1,3,2,1,3,1
202301,다사631480,2,3,2,2,2,2,2,1,4,1,4,1,4,2,1,3,4,4,4,2,4,2,1,1,2,3,3,3,4,1,3,2,2,3,3,3,1,3,1,4,2,1,3,2,4,4,3,1
202301,다사624513,4,3,1,1,3,2,1,1,3,4,2,2,4,1,4,4,1,3,3,3,2,2,2,4,4,2,2,1,4,1,2,2,1,2,2,4,3,3,1,2,1,2,4,3,1,3,4,3
202301,다사643512,3,3,4,4,1,3,4,3,3,3,4,3,3,2,3,3,4,1,4,4,3,1,3,2,2,4,2,4,1,3,2,1,4,3,1,1,1,3,2,1,2,2,4,4,1,4,3,1
202301,다사642511,2,1,1,1,2,4,3,3,4,1,4,1,2,3,1,1,4,1,1,4,1,4,3,4,4,4,2,4,3,2,4,2,1,2,3,2,3,1,3,2,2,1,4,2,3,2,4,2
202301,다사636521,2,2,4,1,3,4,2,1,2,2,3,3,4,4,1,4,1,2,1,1,2,2,4,4,3,3,4,3,3,4,3,4,4,2,1,4,2,4,1,4,3,4,2,2,3,4,1,4
202301,다사648500,1,1,2,1,3,1,2,2,2,2,4,2,3,1,1,1,2,2,2,3,2,1,3,1,2,4,1,3,3,3,2,1,3,3,3,3,1,2,2,3,4,2,4,4,2,3,3,1
202301,다사637489,2,4,2,1,2,4,3,1,4,1,4,4,4,2,4,1,2,1,3,4,1,3,3,3,2,2,3,4,3,3,2,2,3,2,1,2,2,3,4,3,3,3,4,4,1,3,1,4
202301,다사641492,3,2,2,3,1,4,2,1,3,2,1,3,1,2,2,4,4,1,4,1,1,4,3,4,3,1,1,4,2,1,4,1,1,2,2,1,2,4,3,1,3,2,3,4,1,1,4,3
202301,다사623487,3,4,2,1,4,4,3,2,3,4,1,1,3,1,4,2,2,4,3,3,2,4,1,3,4,1,2,4,3,2,1,2,2,1,3,4,4,2,2,4,3,4,4,4,3,2,4,1
202301,다사628517,2,2,3,4,4,4,4,4,1,2,2,4,2,1,3,3,2,3,1,1,3,2,1,3,3,2,4,4,3,3,1,3,3,1,2,2,3,3,2,2,1,4,3,2,3,4,4,2
202301,다사644506,1,2,3,3,1,3,4,4,1,4,1,3,4,3,1,4,2,2,2,2,1,3,3,3,2,4,4,4,1,4,4,4,3,3,2,1,1,4,4,3,1,3,4,4,4,2,2,1
202301,다사642502,4,3,3,3,4,2,4,4,2,3,2,1,1,4,4,1,1,4,3,4,3,1,1,3,3,2,2,1,4,4,3,2,3,4,2,2,3,1,4,2,3,1,2,3,4,1,1,2
202301,다사618483,1,4,4,1,1,1,4,3,3,1,3,3,4,3,3,1,3,4,4,4,1,2,1,4,4,1,3,2,4,1,3,3,3,1,2,1,2,4,4,3,4,1,1,1,3,2,2,4
202301,다사625487,4,1,1,4,3,4,4,2,1,2,3,4,1,1,1,3,3,1,4,2,2,1,,1,4,2,2,1,4,4,3,3,2,4,2,1,1,2,1,4,4,3,4,2,1,3,1,3
202301,다사626480,4,2,3,1,4,2,2,3,2,2,4,4,1,4,3,2,3,1,2,2,2,4,4,3,2,1,3,1,4,3,4,4,3,3,1,4,3,1,3,1,3,2,4,4,3,2,4,3
202301,다사626486,3,2,2,2,3,2,3,3,1,2,1,3,4,4,3,3,4,4,2,4,1,2,3,2,2,1,4,4,1,1,4,2,2,1,2,4,3,3,2,1,3,4,4,4,4,2,3,2
202301,다사623501,3,1,3,4,4,3,1,2,3,2,2,1,3,1,3,3,3,2,4,1,1,3,4,1,1,4,4,1,1,2,4,1,4,1,4,4,1,4,1,2,1,1,4,4,3,2,3,2
202301,다사640505,1,2,3,4,4,1,3,2,3,4,4,4,4,2,4,1,1,4,1,2,1,1,2,3,4,3,4,3,4,4,2,3,1,2,2,2,4,3,4,4,2,1,3,2,2,1,1,4
202301,다사642491,2,1,1,4,4,3,4,4,1,1,4,2,3,3,3,3,2,2,1,3,3,4,2,2,2,4,3,2,2,4,1,1,2,4,4,4,1,4,3,3,2,2,1,4,2,3,1,2
202301,다사643489,3,3,2,2,1,2,1,4,2,3,4,3,2,2,4,1,2,4,4,3,3,4,4,1,1,2,4,2,2,2,2,3,4,3,1,1,4,1,4,1,3,3,1,4,3,2,2,1
202301,다사634492,3,4,4,1,4,3,4,3,4,1,3,3,3,3,1,3,4,4,4,2,2,1,4,4,4,1,4,4,2,1,2,2,1,4,1,1,2,4,2,4,1,4,2,4,4,2,4,2
202301,다사617485,4,2,3,4,2,4,2,3,1,3,1,3,1,3,2,1,4,2,3,4,2,1,3,4,2,1,1,3,1,2,1,2,2,4,2,4,1,3,2,4,2,4,1,3,1,4,2,1
202301,다사620492,4,2,4,1,2,1,2,2,1,1,1,3,4,4,2,2,2,1,2,4,1,3,3,1,3,1,1,3,1,4,1,1,1,1,4,4,2,4,2,4,1,2,4,1,1,3,3,3
202301,다사641494,4,4,3,1,2,4,1,2,1,1,2,4,4,3,3,1,1,3,2,2,2,4,1,4,1,4,3,3,4,4,4,2,2,3,4,1,4,3,3,1,3,1,3,2,4,1,1,3
202301,다사620494,3,2,1,2,3,2,4,3,2,1,4,4,3,1,2,2,1,1,2,3,1,1,3,3,1,3,2,3,2,2,1,3,3,2,1,2,3,1,2,2,3,4,3,4,3,3,4,4
202301,다사631485,4,4,4,1,2,1,3,2,3,1,1,1,4,1,3,3,1,4,2,3,4,4,1,4,3,4,2,1,3,2,3,3,1,1,2,2,2,1,2,1,4,4,4,1,1,2,2,1
202301,다사646492,1,1,2,1,3,4,2,1,4,4,1,1,1,1,3,2,3,2,3,1,1,3,2,4,4,1,4,3,3,1,3,3,3,1,1,4,2,1,3,4,4,3,4,3,3,3,4,2
202301,다사630483,2,4,2,3,1,1,4,2,4,2,4,4,1,4,2,2,1,4,4,3,1,1,4,4,2,2,2,3,3,2,4,4,4,1,3,4,2,1,1,2,4,3,2,4,2,4,3,2
202301,다사636520,1,4,3,4,3,3,3,1,3,2,2,4,2,4,4,3,1,4,3,4,2,4,4,3,3,2,2,4,2,4,2,3,3,2,3,4,4,2,3,4,4,1,2,4,1,3,4,1
202301,다사631522,1,3,2,3,4,3,3,3,1,1,4,4,2,1,2,2,1,4,4,4,1,3,2,4,1,1,2,2,4,2,1,4,2,2,3,1,3,2,4,2,3,1,4,3,1,4,3,1
202301,다사633482,2,4,3,3,1,2,1,2,2,3,2,2,2,4,3,4,3,4,1,2,2,3,2,3,2,3,2,1,1,1,1,3,4,1,3,1,1,2,1,4,4,2,1,2,2,2,2,1
202301,다사631509,4,1,4,4,2,3,4,1,3,4,3,4,4,1,2,3,3,1,4,1,1,1,3,4,2,1,2,3,4,2,2,2,3,4,1,3,1,4,4,2,4,4,4,1,1,2,1,4
202301,다사638514,2,4,1,1,4,1,1,1,2,2,1,1,4,3,4,3,4,2,3,2,1,2,2,2,4,1,1,4,2,3,3,2,4,1,3,4,4,1,4,1,1,1,4,1,2,1,1,1
202301,다사642513,2,2,2,1,2,3,4,3,4,1,1,2,3,1,3,2,1,2,1,4,3,3,2,1,2,4,1,2,3,1,2,3,2,3,3,3,1,2,1,3,2,1,3,3,4,3,3,2
202301,다사620480,3,2,2,3,4,1,3,2,2,4,4,2,2,2,4,3,1,3,4,2,1,3,3,2,2,3,2,2,4,1,3,1,4,1,3,3,2,2,2,3,4,2,2,1,1,1,2,2
202301,다사624482,3,4,2,3,1,2,2,2,4,2,4,2,1,4,4,2,3,2,4,4,1,4,4,2,3,4,2,2,1,4,3,2,3,1,2,1,3,3,1,2,1,4,2,2,2,2,4,1
202301,다사635482,2,2,1,3,4,2,2,3,2,1,3,3,3,3,4,3,4,2,1,3,2,4,3,1,2,4,3,2,2,3,1,2,4,1,3,2,1,3,4,3,3,3,4,3,1,4,4,2
202301,다사621487,4,3,4,4,3,2,3,3,4,4,2,2,3,1,3,1,2,4,2,2,3,2,4,2,4,3,2,2,2,2,3,1,1,2,3,1,2,2,3,3,2,1,3,4,4,3,3,3
202301,다사624499,4,2,4,1,2,2,2,1,2,1,3,3,1,2,4,2,1,2,2,1,4,2,2,2,3,3,3,3,3,4,1,4,4,2,1,2,1,1,4,2,1,2,2,1,4,2,2,4
202301,다사636523,4,4,3,3,2,4,2,4,2,3,1,3,3,2,2,1,1,1,4,3,2,3,1,1,4,2,1,4,4,4,3,3,2,2,1,1,1,4,3,2,4,2,4,1,4,3,4,2
202301,다사630481,4,4,3,2,3,2,3,4,1,2,3,3,3,2,2,4,4,3,1,3,1,4,2,1,1,1,2,4,1,1,4,1,4,1,4,3,3,2,2,1,2,2,1,2,4,2,1,1
202301,다사623497,4,2,1,3,1,3,2,1,1,1,1,2,3,1,3,1,2,1,3,2,2,2,3,4,3,4,4,1,3,4,3,4,4,2,1,3,2,2,4,4,3,4,1,3,3,1,3,3
202301,다사642509,2,4,2,1,4,1,4,1,3,1,4,4,2,3,2,4,4,1,1,2,1,4,1,3,3,1,3,3,1,1,3,3,1,2,2,4,4,1,1,3,1,4,4,3,1,1,1,4
202301,다사632523,4,4,4,3,1,2,4,1,1,3,1,1,2,1,4,3,3,1,4,2,3,4,3,1,2,3,4,2,2,2,2,3,3,2,4,1,1,3,3,1,1,4,2,2,4,1,4,2
202301,다사630521,1,1,4,3,4,1,4,3,2,4,3,3,1,4,1,1,4,1,1,1,2,3,2,2,4,2,3,3,2,4,3,1,4,2,2,2,3,4,1,2,3,4,2,1,4,4,2,3
202301,다사632517,2,4,2,2,2,1,1,2,3,2,3,3,3,2,1,2,4,1,2,3,2,2,1,2,3,4,1,2,2,3,3,2,2,3,2,2,2,2,3,1,2,4,4,4,3,3,3,2
202301,다사636517,3,4,1,3,2,2,2,4,4,1,4,1,1,2,3,2,2,4,3,4,3,3,2,3,4,3,3,4,2,2,4,3,4,3,1,4,4,2,1,3,2,1,2,1,4,2,1,1
202301,다사628507,3,4,2,1,4,4,1,3,1,3,3,4,1,2,1,3,1,1,2,3,4,3,3,1,2,2,4,4,2,2,1,4,3,2,1,2,2,1,2,1,1,3,3,1,3,1,3,4
202301,다사637490,4,4,4,4,1,4,4,4,2,2,3,2,2,2,3,2,2,4,1,2,4,2,2,4,2,3,1,4,3,2,4,2,1,4,3,3,1,4,4,2,4,2,3,1,4,3,1,4
202301,다사635510,1,1,3,2,2,3,1,4,3,2,1,1,4,4,3,3,1,2,4,4,1,2,1,3,3,2,3,3,1,1,1,1,4,4,1,4,1,1,3,4,2,1,1,4,1,4,1,2
202301,다사616494,3,1,1,4,3,3,2,4,2,1,4,2,3,4,2,2,4,3,3,3,4,4,2,2,1,4,2,1,3,2,2,2,1,3,4,1,4,3,4,2,1,4,1,4,1,2,1,2
202301,다사618501,1,1,1,3,1,2,3,3,2,2,2,2,2,4,2,4,3,3,3,1,1,1,4,4,1,1,1,4,2,2,1,3,4,2,2,2,2,2,3,3,2,2,4,3,4,4,2,1
202301,다사618487,4,4,4,1,2,2,1,2,2,4,2,2,3,1,3,4,3,3,4,1,2,4,2,4,1,1,4,3,3,4,3,1,2,3,2,4,3,3,2,3,2,4,2,3,3,4,1,4
202301,다사630494,2,1,4,2,3,3,1,4,4,1,2,1,4,4,3,3,1,3,1,1,1,1,4,1,3,3,2,1,4,3,3,4,4,3,3,4,1,4,2,3,1,4,3,4,1,1,3,2
202301,다사631477,4,2,1,1,4,3,2,1,4,3,2,1,3,3,2,4,4,1,2,1,2,3,3,1,4,2,4,2,1,2,3,3,3,1,4,1,4,1,2,1,4,1,2,2,1,3,2,3
202301,다사637508,1,1,4,4,3,4,1,4,2,2,2,3,3,3,2,2,4,4,4,2,1,3,2,3,3,1,3,3,1,4,2,4,2,4,1,1,1,2,4,2,3,2,3,1,1,1,1,3
